SMILES,YM,rho,Cp,Td,Tg,Tm,NAME,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds
[*]Cc1ccc(Nc2ccc(-c3ccc4c(c3)C(=O)N(c3ccccc3C[*])C4=O)cc2)cc1,2014.0043,1.2617524,1.2691265,805.1219,522.6419,629.99677,"Polyamide derived from aromatic unit, containing amide, ketone",416.48,5.9964,49.41,1,3,6
[*]CC(C)(C)CNc1ccc(-c2c(C)cc(NCC(C)(C)C[*])cc2C)cc1,1649.1074,1.030356,1.2246977,680.1475,442.442,541.85736,"Polymer derived from aromatic unit, containing no major functional groups",350.55,6.78184,24.06,2,2,9
[*]c1cc(-c2ccc3cc(CCCCCCCCCC)ccc3c2)c(-c2ccc(CCCCCCCCCC)cc2S(=O)(=O)O)cc1-c1ccc([*])c(S(=O)(=O)O)c1,778.7817,1.1466764,1.3175623,608.3552,391.27914,469.98587,"Polysulfone derived from aromatic unit, containing sulfone",795.12,12.0498,108.74,2,4,23
[*]c1nc2cc(-c3ccc4ccc(Oc5cc(N6C(=O)c7c(Cl)c(Cl)c(Cl)c(Cl)c7C6=O)n([*])n5)cc4c3)ccc2nc1N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,1828.5011,1.3752586,1.2852433,705.74274,494.91852,571.2195,"Polyimide derived from carbonyl-containing unit, containing imide",902.148,10.7542,127.59,0,9,5
[*]N(c1ccccc1)c1ccc(C(=O)N2C(=O)c3ccc(Nc4nnc(-c5ccc(N([*])c6ccccc6)cc5)o4)cc3C2=O)cc1,2459.6277,1.2726507,1.2666008,773.3264,556.57074,672.2316,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",590.599,7.1214,111.88,1,9,8
[*]C(=O)c1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(N4C(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C4=O)cc2)C3=O)cc1Br,2755.374,1.4662775,1.4318032,797.81683,595.26227,708.9277,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",694.453,5.382,129.21,0,7,5
[*]c1ccc(-c2ccc(C3(C)CC(C)(C)c4ccc(-c5ccc(N=Cc6ccc(Nc7ccc(N=Cc8ccc(-c9ccc(S([*])(=O)=O)cc9)o8)cc7)o6)cc5)cc43)cc2)cc1,1594.1847,1.1959518,1.1074113,684.2764,459.16766,548.4583,"Polymer derived from aromatic unit, containing no major functional groups",803.984,12.5183,97.17,1,7,11
[*]C(=O)c1cc(N2C(=O)c3ccc([*])cc3C2=O)ccc1Nc1cccc(P(=O)(c2ccccc2)c2cccc(-c3ccccc3)c2)c1,2889.9626,1.350562,1.2983437,787.8877,515.852,638.2464,"Polyphosphonate derived from aromatic diacid-derived unit, containing phosphonate",616.613,6.4013,83.55,1,5,8
[*]c1ccc(-n2c(-c3nc4ccccc4n3-c3cccc(-c4cccc(C(=O)c5nc6ccccc6n5[*])c4)c3)nc3ccccc32)cc1,1962.3596,1.316522,1.5123476,764.93134,536.10876,617.3326,"Polymer derived from aromatic unit, containing no major functional groups",604.673,7.7661,70.53,0,7,6
[*]NC(=O)N1C(=O)c2ccc(-c3ccc([N+](=O)[O-])c(-c4cc(-c5ccc(O[*])cc5)ccc4[N+](=O)[O-])c3)cc2C1=O,1947.8921,1.2709908,1.1924212,703.3323,493.51413,556.67444,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",522.429,5.117,161.99,1,8,6
[*]OC(=O)c1ccc(-n2c([*])nnc2-n2c3ccccc3c3cc(-c4ccc(CCCCCCCCCCCCCCCC)c(C)c4)ccc32)cc1,1324.4155,1.1639049,1.3515681,697.59424,460.1644,544.32117,"Polymer derived from aromatic unit, containing no major functional groups",666.91,11.15932,61.94,0,6,19
[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(N5C(=O)c6cc(Cl)c(N7C(=O)c8cc(Cl)c(-c9ccc([*])s9)cc8C7=O)cc6C5=O)cc4C)cc3C)cc2C)s1,2231.9805,1.3683625,1.2388672,741.0288,534.87036,617.795,"Polyimide derived from aromatic diacid-derived unit, containing imide",793.753,10.66006,74.76,0,6,6
[*]Oc1cc(C)c(-c2c(C)cc(Cc3ccc(N4C(=O)c5cc6c(cc5C4=O)C(c4ccccc4)(C(F)(F)F)c4cc5c(cc4O6)C(=O)N([*])C5=O)cc3C)cc2C)c(C)c1,2241.656,1.2654829,1.2680298,714.13727,547.5775,622.7754,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",790.794,10.1929,93.22,0,6,6
[*]CCCCOc1cc(-c2ccc3c(c2)C(=O)N(c2cccc(NC[*])c2)C3=O)ccc1N=Nc1ccc(C)cc1,2597.704,1.2472966,1.2058946,674.2481,456.42166,575.6412,"Polyamide derived from aromatic unit, containing amide, ketone",516.601,7.92332,83.36,1,6,11
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc(-c6cc[n+]([*])cc6)ccc4-5)cc3C)cc1)C2=O,1882.9535,1.2393298,1.31046,726.20764,474.7004,560.31573,"Polyamide derived from aromatic unit, containing amide, ketone",737.964,12.44692,50.49,0,3,15
[*]NC(=O)c1cccc(-c2cccc(P(=O)(c3ccc(Oc4cccc(C(C)C)c4)cc3)c3cccc([*])c3)c2)c1,2291.015,1.2975471,1.2996612,739.9786,475.08853,569.5149,"Polyphosphonate derived from aromatic unit, containing amide, phosphonate",529.576,6.2774,55.4,1,3,8
[*]CNc1cc(C)c(-c2c(C)cc(-c3ccc(C4(c5ccc(-c6nnc(C[*])o6)cc5)OC(=O)c5ccccc54)cc3)cc2C)c(C)c1,2221.0933,1.2185427,1.1657301,690.5285,583.2207,620.8616,"Polymer derived from aromatic unit, containing no major functional groups",603.722,8.73458,77.25,1,6,8
[*]Cc1sc(C=[*])c2c1OCC(c1cccc(P(=O)(c3ccccc3)c3cccc(-c4ccc5c(c4)C(=O)N(c4cccc(N6C(=O)c7ccc(-c8ccc(Cl)cc8)cc7C6=O)n4)C5=O)c3)c1)O2,2205.0322,1.3336992,1.253795,747.22485,517.4262,623.6663,"Polyphosphonate derived from organic repeating unit, containing amide, ketone, phosphonate",921.347,9.6325,123.18,0,9,10
[*]Oc1ccc(N2C(=O)c3ccc(-c4ccccc4O[*])cc3C2=O)s1,2329.7998,1.3118571,1.3036597,713.07324,497.7232,586.17267,"Polymer derived from aromatic unit, containing no major functional groups",335.34,3.9019,55.84,0,5,4
[*]c1nc2cc(-c3ccc4nc(-c5ccc(F)cc5)c(-c5nc6ccc(-c7ccc(C#N)cc7)cc6nc5[*])nc4c3)ccc2nc1-c1ccc(C#N)cc1,2396.486,1.2850993,1.1779702,786.0885,538.5864,638.30566,"Polymer derived from organic repeating unit, containing no major functional groups",680.706,8.08286,124.92,0,8,5
[*]Nc1ccc(-c2cccc3c2C(=O)N(c2cccc(-c4ccc(-c5cccc6c5C(=O)N(c5cc(C)c(S([*])(=O)=O)c(C)c5)C6=O)cc4)c2)C3=O)cc1,1846.476,1.241847,1.2069094,754.50024,560.1142,636.5025,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",701.76,8.01984,120.93,1,7,7
[*]C(=O)c1ccc(C)c(-c2ccc(N=C(C)c3ccc(C(c4cc(C([*])=O)ccc4C)(C(F)(F)F)C(F)(F)F)cc3)cc2)c1,2366.0393,1.3850366,1.2647603,737.11847,507.09354,588.422,"Polymer derived from aromatic unit, containing no major functional groups",579.54,8.90084,46.5,0,3,7
[*]c1cc(C(=O)NC2CCC(c3ccc(C(=O)O)cc3)CC2)c([*])s1,1926.648,1.3107086,1.2367383,621.3232,452.52032,617.4651,"Polyamide derived from aromatic diacid-derived unit, containing amide, ester, ketone",327.405,2.2517,66.4,2,3,4
[*]Oc1c(C)cc(C2(c3c(C4CCN(c5ccc([*])cc5)CC4)ccc4ccccc34)CC3CC2C2CCCC32)cc1C,1946.5277,1.1870658,1.1914582,683.999,494.38956,569.5176,"Polymer derived from organic repeating unit, containing no major functional groups",539.763,8.60054,12.47,0,2,5
[*]Oc1ccc2nc(-c3cnc4cc(-c5cnc6cc(-c7ccc(S(=O)(=O)c8ccc(-c9ccc([*])cc9)cc8)cc7)ccc6n5)ccc4n3)cnc2c1,2182.4812,1.2593135,1.1928965,748.4998,559.1332,623.3864,"Polysulfone derived from aromatic unit, containing sulfone",692.76,8.0347,120.71,0,9,7
[*]Cc1ccc(-c2ccc3[nH]c(-c4ccc5c(c4)C(=O)N(c4cc(-c6cccc(N[*])c6)ccc4C)C5=O)nc3c2)cc1,1877.5496,1.333584,1.2019231,765.3245,558.2816,638.55566,"Polyamide derived from aromatic unit, containing amide, ketone",532.603,7.59842,78.09,2,4,6
[*]C(=O)c1ccc(Oc2ccc(-c3ccc([*])cc3)c(CCCCCCCCCC)c2)nc1,1822.4152,1.1917065,1.2618209,626.90894,344.11542,442.288,"Polymer derived from aromatic unit, containing no major functional groups",413.561,7.0882,39.19,0,3,13
[*]c1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc5c(c4)C(=O)N(c4nc6cc7sc([*])nc7cc6s4)C5=O)c(-c4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4)c2)C3=O)cc1,2368.627,1.3461246,1.2266918,723.6949,551.8498,630.4073,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",857.889,10.181,168.4,0,12,8
[*]c1cc(-c2ccc(-c3ccc4c(c3)sc3ccc(C5(F)OC(F)(F)C(F)(F)C(F)(c6ccc(N7C(=O)c8ccc(-c9cc([*])ncn9)cc8C7=O)cc6)C5(F)F)cc34)cc2)ncn1,2109.1086,1.5531263,1.4376233,705.3746,481.24725,575.8695,"Polymer derived from aromatic unit, containing no major functional groups",863.746,9.6662,98.17,0,8,6
[*]Oc1cccc(N2C(=O)c3cccc(-c4ccc5nc(-c6cccc7c6C(=O)N([*])C7=O)oc5c4)c3C2=O)c1,1777.7664,1.2843534,1.1591704,763.52057,576.0816,635.6931,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",499.438,4.8658,110.02,0,7,4
[*]N1C(=O)c2ccc(-c3c(F)c(F)c(OC(c4cccc(-c5ccc(C6([*])c7ccccc7C(=O)N6C)cc5)c4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2C1=O,2001.8914,1.4980104,1.4551833,724.7802,534.2179,605.9008,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",756.552,8.8722,66.92,0,4,6
[*]C(=O)c1ccc(N(C)c2nc([*])nc(-c3ccc(N4CCN(C)CC4)c(C)c3)n2)c(C)c1,2335.0894,1.2395109,1.2904007,662.8679,460.25775,554.6606,"Polymer derived from aromatic unit, containing no major functional groups",414.513,2.53924,65.46,0,7,5
[*]Cc1ccc(-c2cccc(-c3ccc4nc(-c5ccccc5)cc(C[*])c4c3)c2)cc1,2284.8274,1.2811843,1.1613272,818.6984,574.7665,755.68475,"Polymer derived from aromatic unit, containing no major functional groups",383.494,7.3344,12.89,0,1,5
[*]OC(=O)SC1(Oc2ccc3ccccc3c2-c2ccc([*])cc2)CC2CCC1C2,2116.6775,1.1974447,1.203963,734.6488,468.1067,574.8456,"Polymer derived from carbonyl-containing unit, containing ketone",388.488,5.9106,35.53,0,4,4
[*]CCCSC(=O)CCCCCCC(=O)SCC1CC1COCC[*],565.7069,1.0107256,1.3130169,543.4075,280.432,379.9106,"Polyether derived from carbonyl-containing unit, containing ether, ketone",358.569,4.8246,43.37,0,5,16
[*]C(=O)c1ccc(C(=O)OC)cc1-c1ccc(-c2ccc([N+]([*])(C)C)cc2)cc1,2311.751,1.2569792,1.28596,681.8154,455.59943,570.97906,"Polyester derived from aromatic diacid-derived unit, containing ester, ketone",358.417,4.5279,43.37,0,3,5
[*]COC1CCCN1CCCCCCN1CCCC1c1ccc(N2C(=O)c3ccc(C[*])cc3C2=O)cc1,1408.3103,1.2050363,1.2316179,672.00995,421.75803,505.13278,"Polyether derived from aromatic unit, containing ether",487.644,5.1791,53.09,0,5,12
[*]Nc1ccc(C2C(C)(C)C(C(=O)c3cc(C)c(C4C(C)(C)C(c5c(C)cc(O[*])cc5C)C4(C)C)c(C)c3)C2(C)C)cc1,1581.2137,1.0678382,1.3912728,693.66486,495.006,568.30396,"Polymer derived from aromatic unit, containing no major functional groups",563.826,10.22168,38.33,1,3,7
[*]c1c(C)c(C)c(-c2cc(-c3ccccc3)ccc2-c2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)c(C)c2C)c(C)c1C,1849.2411,1.2687478,1.3187543,717.3189,579.4944,652.2504,"Polymer derived from organic repeating unit, containing no major functional groups",552.602,9.89034,0,0,0,4
[*]C(=O)c1ccc(C(=O)c2ccc3ccccc3c2N=Nc2ccc(C(C)c3ccc4c(c3)C(=O)N([*])C4=O)cc2)o1,1645.7559,1.1942917,1.1677095,686.6091,458.93298,536.13434,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",525.52,6.9808,109.38,0,7,7
[*]CC([*])C(=O)Oc1cc(-c2ccc(-c3ccc(NC=O)s3)cc2)ccc1C(C)(C)C,1867.7041,1.2474582,1.2389239,643.19824,420.8327,538.3451,"Polyester derived from organic repeating unit, containing ester, ketone",405.519,6.1587,55.4,1,4,7
[*]OC(=O)c1cccc2c1C(=O)N(C1(c3c(C)cc(-c4cccc5c4C(=O)N([*])C5=O)cc3C)CC3CC1C1CCCC31)C2=O,1924.5085,1.2124523,1.210181,711.1411,528.7841,598.74414,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",572.617,5.59944,101.06,0,6,4
[*]Nc1ccc(-c2ccc(Oc3ccc(O[*])cc3C)c(C)c2)c2ccccc12,2276.1777,1.2335905,1.197802,746.29376,477.4194,590.8675,"Polymer derived from aromatic unit, containing no major functional groups",353.421,6.63524,30.49,1,3,5
[*]OC(=O)c1ccc2c(c1)C(=O)N(c1ccccc1-c1ccccc1-n1c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c1=O)C2=O,1906.34,1.387428,1.4943337,838.96295,549.81464,641.82935,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",555.458,2.3027,141.82,0,10,4
[*]Oc1ccccc1-c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccccc2-c2nnc([*])n2CCCCCCCCCCCCCCCC)cc1C,1174.7338,1.124937,1.2898079,687.30365,429.47394,508.0486,"Polymer derived from aromatic unit, containing no major functional groups",714.998,13.18362,44.87,0,5,20
[*]c1ccc(-c2cccc(-c3ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c4nnc(-c5ccc([*])s5)o4)cc3C)c2)s1,1560.7655,1.5026693,1.4698135,659.817,378.9614,493.18747,"Polymer derived from aromatic unit, containing no major functional groups",648.547,8.64092,38.92,0,5,9
[*]C(=S)Nc1cc(NC([*])=S)cc(OCN2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)c1,1389.8068,1.370925,1.3257486,649.2066,446.23972,531.8229,"Polymer derived from aromatic unit, containing no major functional groups",507.207,5.4249,70.67,2,5,5
[*]CCN1C(=O)c2ccc(NCCCCOC[*])cc2C1=O,1631.461,1.2583547,1.3858778,659.58203,400.6051,508.92776,"Polyether derived from carbonyl-containing unit, containing ether",274.32,1.9657,58.64,1,4,9
[*]c1ccc(-c2ccc(Nc3ccc4sc5cc(N6C(=O)c7ccc(-c8ccc9sc%10cc(-c%11ccc(S([*])(=O)=O)cc%11)ccc%10c9c8)cc7C6=O)ccc5c4c3)cc2)cc1,2078.7483,1.3532647,1.2159399,810.90814,522.00964,633.43054,"Polymer derived from aromatic unit, containing no major functional groups",816.985,12.3802,83.55,1,7,7
[*]NC(=O)c1c(Br)cc2c(c1Br)-c1cc(Br)c(-c3ccc(C4CCC(c5c(Br)cc6c(c5Br)C(C)(C)c5cc(Br)c(O[*])c(Br)c5-6)CC4)cc3S)c(Br)c1C2(C)C,1701.2627,1.5246928,1.5814177,633.44995,489.0707,540.9057,"Polyamide derived from aromatic unit, containing amide",1265.025,16.8335,38.33,2,3,5
[*]Oc1ccc(Nc2c(C)cc(-c3cc(C)c(-c4nnc([*])o4)c(C)c3)cc2C)c(C)c1,1634.9181,1.202978,1.2592082,697.63257,506.4656,589.47205,"Polymer derived from aromatic unit, containing no major functional groups",397.478,5.707,60.18,1,5,5
[*]c1cc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(-c2ccccc2)cc1-c1ccc(-c2ccc(C(C)(C)C)cc2C)cc1,2069.712,1.3087451,1.3469023,812.03217,567.1192,669.3466,"Polymer derived from aromatic unit, containing no major functional groups",588.663,5.99552,78.14,0,6,4
[*]Nc1ccc(-c2ccc(-c3ccc(-c4ccc(C5CC(=O)N(c6ccc([*])cc6)C5=O)c(C)c4)c(C)c3)cc2C)cc1,1865.2471,1.2445847,1.2165222,736.90607,513.9713,635.81964,"Polyamide derived from aromatic unit, containing amide, ketone",534.659,7.71076,49.41,1,3,6
[*]N1C(=O)c2ccc(N3C(=O)c4ccc(-c5ccc(-c6ccc(C(F)(F)F)c(N7C(=O)c8ccc9c%10c(ccc(c8%10)C7=O)C(=O)N([*])C9=O)c6)cc5C)cc4C3=O)cc2C1=O,2099.1885,1.3329685,1.2846963,747.8736,586.2806,658.3544,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",788.65,7.22282,149.52,0,8,4
[*]CC([*])c1ccc2c(=O)n3c4cc(Oc5ccc6nc7c8cccc9c(Oc%10ccccc%10)ccc(c(=O)n7c6c5)c98)ccc4nc3c3cccc1c23,1765.2505,1.2444121,1.1756045,763.777,547.9272,632.642,"Polymer derived from organic repeating unit, containing no major functional groups",672.7,9.6398,87.2,0,8,6
[*]C1C(=O)N(C(=O)N2C(=O)C([*])C(c3ccccc3C)C2=O)C(=O)C1c1ccc(CCCC)cc1,1766.0831,1.2150053,1.3078088,691.02747,519.31616,599.33923,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",444.487,3.73822,91.83,0,5,5
[*]NC1CC(C)(C)CC(C)(Oc2ccc(-c3ccc(OC(=O)O[*])cc3)cc2)C1,2343.1587,1.1546832,1.2447432,673.074,445.56293,590.63824,"Polycarbonate derived from carbonyl-containing unit, containing carbonate, ester, ketone",367.445,5.1034,56.79,1,5,5
[*]c1c(C)cc(Cc2cccc3c2C(=O)N(C(c2ccc4c(c2)C(=O)N(c2ccc5c(c2)C(=O)N([*])C5=O)C4=O)C(Cl)Cl)C3=O)cc1C,2004.4807,1.2733616,1.2559397,703.1356,533.751,592.6538,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",650.474,5.07074,112.14,0,6,6
[*]c1ccc(Oc2ccc3nc(C4CC(=O)N(c5cccc6c5C(=O)N([*])C6=O)C4=O)cnc3c2)cc1,1886.6992,1.2637513,1.1821711,633.72784,511.23328,560.0457,"Polyamide derived from aromatic diacid-derived unit, containing amide, ketone",462.421,2.7041,109.77,0,7,4
[*]c1ccc(-n2nc(N3C(=O)c4ccc(OC)cc4C3=O)cc2-c2ccccc2-c2ccc3c(c2)C(=O)N([*])C3=O)cc1,1819.5216,1.2741569,1.2219092,785.91223,552.1507,628.1287,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",538.519,4.2504,101.81,0,7,5
[*]CC([*])c1cccc(-c2ccc(C)cc2-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)c1,2418.9238,1.2104303,1.1539335,725.6896,488.62607,590.5276,"Polymer derived from organic repeating unit, containing no major functional groups",422.571,9.22102,0,0,0,6
[*]CC([*])(C)C(=O)N1C(=O)c2ccc(-c3c(C)cc(-c4cc(C)c(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(CCCCCCCCCCCCCCCC)C8=O)cc6C5=O)c(C)c4)cc3C)cc2C1=O,1907.7244,1.2035464,1.3522032,778.62976,526.74896,616.63525,"Polyimide derived from organic repeating unit, containing amide, imide, ketone",938.178,13.61728,129.21,0,7,21
[*]c1cc(-c2cccc3c(Oc4ccc(OCCCC)cc4)cccc23)c([*])s1,2553.3433,1.3225266,1.2701697,666.79266,407.24957,552.5802,"Polymer derived from aromatic unit, containing no major functional groups",372.489,5.8887,18.46,0,3,7
[*]c1ccc(Nc2cc(-c3ccc(C4(c5ccc(C(C)(C)C)c(C)c5)c5ccccc5-c5ccccc54)cc3C)ccc2-c2ccc([*])cc2)cc1,2255.6296,1.1698327,1.2067461,778.02655,554.7443,641.42206,"Polymer derived from aromatic unit, containing no major functional groups",643.874,11.39084,12.03,1,1,6
[*]c1ccc(-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(-c4cc(-c5ccc(F)cc5)ccc4-c4ccc([Si](c5ccccc5)(c5ccccc5)c5ccc(-c6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3)cc2)cc1,2264.6602,1.2734145,1.2657311,762.6875,537.5585,622.38135,"Polyamide derived from aromatic unit, containing amide, ketone",1060.389,11.1504,37.38,0,2,13
[*]c1ccc(-c2ccc(N=Cc3ccc(C4CCC(c5cccc(-c6ccc7oc([*])nc7c6)c5)CC4C)cc3)cc2)cc1,2174.6116,1.1806381,1.0797447,709.0838,528.90186,607.5665,"Polymer derived from aromatic unit, containing no major functional groups",544.698,8.949,38.39,0,3,6
[*]C(=O)c1ccc(-c2ccc(Sc3ccccc3-c3ccc([*])o3)o2)cc1,1582.3029,1.3084878,1.0544508,602.51965,380.75595,467.37894,"Polymer derived from aromatic unit, containing no major functional groups",344.391,5.2219,43.35,0,4,5
[*]Nc1ccc(Nc2ccc(C(c3ccc(N[*])cc3)(C(F)(F)F)C(F)(F)F)cc2CCCCCCCC)cc1,1581.138,1.331656,1.3235193,698.86365,440.1947,546.5966,"Polymer derived from aromatic unit, containing no major functional groups",535.576,9.4963,36.09,3,3,13
[*]CC([*])N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(OC)cc3C)C4=O)cc2C1=O,2137.1445,1.337697,1.2814838,814.5259,541.9678,651.4722,"Polyimide derived from organic repeating unit, containing amide, imide, ketone",438.439,3.91022,83.99,0,5,5
[*]Oc1ccc(C2(c3ccc(-c4cc(Cl)c(-c5c(F)c(F)c(-c6c(Cl)cc(-c7c(F)c(F)c([*])c(F)c7F)cc6Cl)c(F)c5F)c(Cl)c4)cc3)c3ccccc3-c3ccccc32)cc1,1999.2518,1.4385463,1.4759145,780.4475,556.0471,651.0181,"Polymer derived from aromatic unit, containing no major functional groups",918.494,15.4618,9.23,0,1,7
[*]OC1CCN(C(=O)c2cccc(C([*])=O)c2)CC1,1572.1431,1.3028487,1.1855341,630.401,400.4495,535.25916,"Polymer derived from carbonyl-containing unit, containing no major functional groups",231.251,1.4616,46.61,0,3,3
[*]Oc1cc(Br)ccc1-c1ccc(Br)cc1-c1cc(C)c(C2([*])OC(=O)c3ccccc32)cc1C,1685.8531,1.4507151,1.3597075,652.22943,520.866,586.69214,"Polymer derived from aromatic unit, containing no major functional groups",562.257,7.92634,35.53,0,3,4
[*]c1nnc(-c2cc(-c3csc([*])n3)c(C(F)(F)F)c(N3C(=O)c4ccc(C(F)(F)F)cc4C3=O)c2)o1,1833.7603,1.4120572,1.2833549,770.5081,567.5023,683.48224,"Polymer derived from organic repeating unit, containing no major functional groups",508.359,4.0475,89.19,0,7,3
[*]CC([*])c1ccc2c(c1)C(=O)N(c1cccc3c(C(=O)c4ccc(C5(c6ccc(-c7ccccc7C)cc6)c6ccccc6-c6ccccc65)cc4)cccc13)C2=O,2386.492,1.2273198,1.1878146,807.2759,564.9787,675.1095,"Polyamide derived from organic repeating unit, containing amide, ketone",733.867,11.76792,54.45,0,3,8
[*]NNC(=O)c1ccc(-c2cccc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)c(N(C)c4ccc5c(c4)C(=O)N([*])C5=O)c3)c2)cc1,2274.7012,1.2911892,1.3417406,707.2034,522.7675,615.60895,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone, phosphonate",660.67,6.1869,98.82,2,6,9
[*]c1c(C)cc(-c2ccc3nc(C4CCC(C(C)(C)c5ccc(-c6cc(C)c(-c7cc(C)c([*])c(C)c7)c(C)c6)cc5)CC4C)cnc3c2)cc1C,1850.9735,1.1204032,1.2982349,705.1363,507.35568,564.52875,"Polymer derived from organic repeating unit, containing no major functional groups",654.942,11.32812,25.78,0,2,6
[*]c1nc(-c2ccc(-c3nc(C4COC5C([*])COC45)sc3CCCCCCCC)cc2)nc(C(C)(C)C)n1,1515.1877,1.1256939,1.1783272,617.852,382.26694,481.8326,"Polyether derived from organic repeating unit, containing ether",518.727,6.2562,70.02,0,7,10
[*]c1cn(-c2ccc(CN(c3ccc(N=Nc4ccccc4)cc3)c3ccsc3)cc2C)cc1[*],2217.6453,1.2793851,1.2532593,657.3252,469.66043,573.99396,"Polymer derived from organic repeating unit, containing no major functional groups",446.579,6.95012,32.89,0,5,7
[*]C(=O)N1C(=O)c2ccc(-c3ccc4ccc(-c5cccc(-c6cccc(C(F)(F)C(F)(F)C([*])(F)F)c6)c5)cc4c3)cc2C1=O,2155.1404,1.396412,1.4857994,749.42786,470.96027,571.3079,"Polyamide derived from carbonyl-containing unit, containing amide, ketone",601.502,8.9753,54.45,0,3,6
[*]c1ccc(-c2cc(N3C(=O)c4ccc(C5C(=O)N(C6OC(O)C(CO)C(O)C6O)C(=O)C5[*])cc4C3=O)ccc2O)cc1,1514.1992,1.3789444,1.3915485,608.2744,483.8348,527.0102,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone",572.526,-0.1704,185.14,5,10,5
[*]Sc1ccc(-c2c(F)c(F)c3c(c2F)C(=O)N(c2ccc(S[*])c(C(F)(F)F)c2)C3=O)cc1C,1703.8739,1.4420819,1.2542428,751.2803,542.7595,644.9329,"Polyamide derived from aromatic unit, containing amide, ketone",497.441,7.01152,37.38,0,4,4
[*]c1ccc(P(=O)(c2ccccc2)c2ccc(N3C(=O)C([*])C(Oc4ccc(P(C)(=O)c5ccc(-c6ccc(C)c(-c7ccc(N=Nc8ccc(B(c9c(C)cc(C)cc9C)c9c(C)cc(C)cc9C)cc8)cc7)c6)cc5)cc4)C3=O)cc2)cc1,1912.0282,1.2238849,1.199051,744.4352,528.0369,633.3447,"Polyphosphonate derived from aromatic unit, containing ketone, phosphonate",1122.064,12.52744,105.47,0,7,15
[*]c1ccc2c(c1)C(=O)N(CC(=O)N1C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(S(=O)(=O)c6ccc(C(F)(F)C(F)(F)C([*])(F)F)cc6)cc4)C5=O)cc3C1=O)C2=O,2010.278,1.414124,1.2100264,694.14716,535.6723,630.34985,"Polyimide derived from aromatic diacid-derived unit, containing amide, imide, ketone, sulfone",843.67,5.4496,163.35,0,9,9
[*]c1sc(N2C(=O)c3ccc(C(=O)N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5C4=O)cc3C2=O)c2c1OCCO2,2465.1646,1.3677084,1.3834925,709.14905,549.2774,623.96356,"Polyimide derived from carbonyl-containing unit, containing amide, imide, ketone",619.523,2.7835,156.9,0,11,4
[*]NC(=O)c1ccc(-c2ccc(-c3cc(O[*])cc(S(F)(F)(F)(F)F)c3)cc2)cc1,1525.2823,1.4880314,1.1654599,640.6294,478.63257,593.98224,"Polyamide derived from aromatic unit, containing amide",413.367,6.7152,38.33,1,2,5
